cause,date,year,state
Vehicular assault,2006-08-14,2006, LA
Automobile accident,2006-08-16,2006, AL
Gunfire,2006-08-21,2006, VA
Bicycle accident,2006-08-22,2006, IN
Bicycle accident,2006-08-22,2006, IN
Motorcycle accident,2006-08-23,2006, WY
Automobile accident,2006-08-29,2006, GA
Gunfire,2006-08-29,2006, WV
Gunfire,2006-08-31,2006, OH
Vehicular assault,2006-09-01,2006, MD
Heart attack,2006-09-02,2006, WI
Gunfire,2006-09-03,2006, NY
Gunfire,2006-09-04,2006, PR
9/11 related illness,2006-09-07,2006, NY
9/11 related illness,2006-09-08,2006, NY
Heart attack,2006-09-12,2006, WA
Automobile accident,2006-09-16,2006, US
Gunfire,2006-09-20,2006, CO
Automobile accident,2006-09-20,2006, VA
Gunfire,2006-09-21,2006, TX
Gunfire,2006-09-27,2006, IL
Assault,2006-09-27,2006, KY
Motorcycle accident,2006-09-28,2006, AZ
Gunfire,2006-09-28,2006, FL
Automobile accident,2006-09-28,2006, OH
Automobile accident,2006-09-28,2006, OH
Gunfire,2006-09-30,2006, AL
Automobile accident,2006-10-01,2006, OK
Automobile accident,2006-10-14,2006, FL
Gunfire,2006-10-17,2006, NH
Struck by vehicle,2006-10-18,2006, OH
Automobile accident,2006-10-20,2006, TN
Struck by vehicle,2006-10-21,2006, CT
Vehicular assault,2006-10-21,2006, MS
Struck by vehicle,2006-10-22,2006, CA
Vehicular assault,2006-10-22,2006, FL
Automobile accident,2006-10-22,2006, MT
Gunfire,2006-10-23,2006, AL
Gunfire,2006-10-23,2006, IL
Gunfire,2006-10-26,2006, KS
Gunfire,2006-10-27,2006, CA
Gunfire (Accidental),2006-10-31,2006, KY
Automobile accident,2006-11-03,2006, US
Automobile accident,2006-11-03,2006, MT
Heart attack,2006-11-04,2006, ME
Vehicle pursuit,2006-11-06,2006, CA
Heart attack,2006-11-07,2006, VA
Struck by vehicle,2006-11-09,2006, PA
Gunfire,2006-11-12,2006, FL
Vehicular assault,2006-11-14,2006, CA
Automobile accident,2006-11-17,2006, GA
Aircraft accident,2006-11-22,2006, UT
Struck by vehicle,2006-11-24,2006, VA
Motorcycle accident,2006-11-26,2006, HI
Heart attack,2006-11-28,2006, MD
Gunfire,2006-12-02,2006, WA
9/11 related illness,2006-12-03,2006, NY
Gunfire,2006-12-04,2006, LA
Gunfire,2006-12-05,2006, CO
Heart attack,2006-12-06,2006, GA
Gunfire (Accidental),2006-12-06,2006, US
Gunfire,2006-12-07,2006, PR
Struck by vehicle,2006-12-07,2006, SC
Vehicular assault,2006-12-11,2006, GA
Vehicular assault,2006-12-17,2006, TX
Automobile accident,2006-12-19,2006, KY
Gunfire,2006-12-20,2006, CA
Gunfire,2006-12-23,2006, CA
Fall,2006-05-28,2006, AZ
Gunfire,2006-09-28,2006, FL
Gunfire,2007-01-06,2007, TN
Gunfire,2007-01-07,2007, NJ
Automobile accident,2007-01-07,2007, TX
Gunfire,2007-01-09,2007, MD
Gunfire,2007-01-10,2007, CT
Heart attack,2007-01-11,2007, NC
Gunfire,2007-01-12,2007, FL
Heart attack,2007-01-19,2007, MI
Vehicular assault,2007-01-19,2007, TX
9/11 related illness,2007-01-23,2007, NY
Automobile accident,2007-01-24,2007, NY
Gunfire,2007-01-25,2007, LA
9/11 related illness,2007-01-27,2007, NY
Gunfire,2007-01-30,2007, FL
Automobile accident,2007-02-01,2007, NC
Gunfire,2007-02-08,2007, VI
Gunfire,2007-02-10,2007, HI
Automobile accident,2007-02-11,2007, IA
Automobile accident,2007-02-14,2007, WA
Struck by vehicle,2007-02-16,2007, AL
Automobile accident,2007-02-17,2007, NC
Gunfire,2007-02-19,2007, AZ
9/11 related illness,2007-02-19,2007, NY
Automobile accident,2007-02-21,2007, LA
Heart attack,2007-02-21,2007, MO
Gunfire,2007-02-21,2007, OH
Gunfire,2007-02-23,2007, NC
Gunfire,2007-02-27,2007, SC
Vehicle pursuit,2007-03-03,2007, NJ
Motorcycle accident,2007-03-04,2007, GA
9/11 related illness,2007-03-06,2007, NY
Automobile accident,2007-03-09,2007, SC
Gunfire,2007-03-14,2007, NY
Gunfire,2007-03-14,2007, NY
Automobile accident,2007-03-14,2007, TX
Automobile accident,2007-03-15,2007, US
Automobile accident,2007-03-16,2007, US
Gunfire,2007-03-17,2007, TX
Automobile accident,2007-03-19,2007, CA
Automobile accident,2007-03-21,2007, GA
Gunfire,2007-03-23,2007, AR
Gunfire,2007-03-23,2007, TX
Gunfire,2007-03-25,2007, SC
Boating accident,2007-03-25,2007, US
Automobile accident,2007-03-26,2007, CO
Gunfire,2007-03-26,2007, SC
Fall,2007-03-29,2007, NJ
Gunfire,2007-04-01,2007, NC
Gunfire,2007-04-01,2007, NC
Automobile accident,2007-04-02,2007, KY
Vehicle pursuit,2007-04-03,2007, VA
Vehicular assault,2007-04-04,2007, FL
Gunfire (Accidental),2007-04-05,2007, US
Exposure to toxins,2007-04-06,2007, MA
Duty related illness,2007-04-08,2007, NY
Accidental,2007-04-10,2007, CA
Automobile accident,2007-04-10,2007, DC
Automobile accident,2007-04-12,2007, CA
Gunfire,2007-04-12,2007, NY
Automobile accident,2007-04-13,2007, FL
Automobile accident,2007-04-13,2007, TX
Duty related illness,2007-04-14,2007, CA
Automobile accident,2007-04-14,2007, NC
Automobile accident,2007-04-21,2007, AZ
Gunfire,2007-04-24,2007, IN
Struck by vehicle,2007-04-25,2007, MD
Gunfire (Accidental),2007-04-25,2007, NY
Aircraft accident,2007-04-25,2007, US
Vehicular assault,2007-04-27,2007, TX
Automobile accident,2007-05-01,2007, CA
Automobile accident,2007-05-02,2007, NC
Motorcycle accident,2007-05-03,2007, AL
Gunfire (Accidental),2007-05-04,2007, GA
9/11 related illness,2007-05-07,2007, NY
Weather/Natural disaster,2007-05-08,2007, KS
Duty related illness,2007-05-08,2007, MA
Drowned,2007-05-11,2007, US
Gunfire,2007-05-11,2007, NH
9/11 related illness,2007-05-13,2007, NY
Gunfire,2007-05-13,2007, PR
Accidental,2007-05-14,2007, IN
Automobile accident,2007-05-14,2007, NJ
Gunfire,2007-05-14,2007, SC
Gunfire,2007-05-17,2007, TX
Gunfire,2007-05-17,2007, TX
Gunfire,2007-05-17,2007, WI
Gunfire,2007-05-19,2007, ID
Automobile accident,2007-05-20,2007, GA
Heart attack,2007-05-20,2007, HI
Drowned,2007-05-22,2007, OH
Gunfire,2007-05-22,2007, PR
Aircraft accident,2007-05-22,2007, US
Gunfire,2007-05-26,2007, OH
Drowned,2007-05-30,2007, TX
Vehicular assault,2007-06-05,2007, TX
Bomb,2007-06-05,2007, US
Bomb,2007-06-05,2007, US
Automobile accident,2007-06-09,2007, LA
Motorcycle accident,2007-06-09,2007, US
Automobile accident,2007-06-10,2007, CA
Gunfire,2007-06-13,2007, KY
Weather/Natural disaster,2007-06-13,2007, LA
Motorcycle accident,2007-06-13,2007, NM
Automobile accident,2007-06-15,2007, GA
Vehicular assault,2007-06-16,2007, OR
Gunfire,2007-06-18,2007, IN
Struck by vehicle,2007-06-18,2007, MD
Automobile accident,2007-06-20,2007, WV
9/11 related illness,2007-06-22,2007, NY
Heart attack,2007-06-22,2007, TN
Heart attack,2007-06-24,2007, MO
Gunfire,2007-06-25,2007, UT
Vehicle pursuit,2007-06-28,2007, MO
Gunfire,2007-06-30,2007, TX
Automobile accident,2007-07-04,2007, TR
Gunfire,2007-07-05,2007, IN
Gunfire,2007-07-05,2007, LA
Motorcycle accident,2007-07-07,2007, TX
Gunfire,2007-07-08,2007, MI
Struck by vehicle,2007-07-14,2007, FL
Gunfire,2007-07-14,2007, NY
Automobile accident,2007-07-15,2007, MS
9/11 related illness,2007-07-15,2007, NY
Gunfire,2007-07-17,2007, IL
Automobile accident,2007-07-18,2007, WA
Heat exhaustion,2007-07-26,2007, US
Gunfire,2007-07-27,2007, AZ
Automobile accident,2007-07-27,2007, IA
9/11 related illness,2007-07-28,2007, NY
Vehicular assault,2007-07-31,2007, CA
Automobile accident,2007-08-01,2007, US
Vehicle pursuit,2007-08-05,2007, LA
Automobile accident,2007-08-05,2007, OH
Gunfire,2007-08-10,2007, FL
Gunfire,2007-08-10,2007, LA
Gunfire,2007-08-10,2007, LA
Vehicle pursuit,2007-08-12,2007, IN
Heart attack,2007-08-13,2007, WY
Gunfire,2007-08-15,2007, FL
Gunfire,2007-08-15,2007, MO
Automobile accident,2007-08-17,2007, AL
Gunfire,2007-08-19,2007, PA
Vehicle pursuit,2007-08-20,2007, FL
Animal related,2007-08-21,2007, OH
Motorcycle accident,2007-08-27,2007, NM
9/11 related illness,2007-08-28,2007, NY
9/11 related illness,2007-09-03,2007, NY
Gunfire,2007-09-08,2007, TX
Gunfire,2007-09-08,2007, TX
Gunfire,2007-09-12,2007, TX
Gunfire,2007-09-13,2007, FL
Motorcycle accident,2007-09-14,2007, TX
Gunfire,2007-09-18,2007, AZ
Heart attack,2007-09-18,2007, US
Gunfire,2007-09-21,2007, TX
Heart attack,2007-09-23,2007, IN
Aircraft accident,2007-09-24,2007, US
Vehicular assault,2007-09-24,2007, TX
Gunfire,2007-09-29,2007, MA
Struck by vehicle,2007-10-01,2007, TX
Gunfire,2007-10-04,2007, FL
Automobile accident,2007-10-06,2007, MO
Automobile accident,2007-10-09,2007, MT
Accidental,2007-10-10,2007, IN
Automobile accident,2007-10-10,2007, OH
Struck by vehicle,2007-10-12,2007, CO
Vehicular assault,2007-10-12,2007, FL
Gunfire,2007-10-18,2007, CA
Automobile accident,2007-10-19,2007, MS
Automobile accident,2007-10-19,2007, TX
Automobile accident,2007-10-19,2007, VA
Fall,2007-10-25,2007, AZ
Accidental,2007-10-27,2007, FL
Vehicular assault,2007-10-28,2007, IL
Automobile accident,2007-10-29,2007, KY
Automobile accident,2007-11-01,2007, CA
Gunfire,2007-11-01,2007, PA
Bomb,2007-11-01,2007, US
Bomb,2007-11-01,2007, US
Bomb,2007-11-01,2007, US
Automobile accident,2007-11-02,2007, WV
9/11 related illness,2007-11-05,2007, NY
Gunfire,2007-11-07,2007, FL
Gunfire,2007-11-09,2007, LA
Struck by vehicle,2007-11-09,2007, MN
Automobile accident,2007-11-16,2007, CA
Struck by vehicle,2007-11-28,2007, FL
Struck by vehicle,2007-11-28,2007, FL
Automobile accident,2007-11-29,2007, MO
Motorcycle accident,2007-12-03,2007, TN
Fall,2007-12-07,2007, AL
Heart attack,2007-12-07,2007, MS
Automobile accident,2007-12-13,2007, FL
Heart attack,2007-12-14,2007, SC
Gunfire,2007-12-15,2007, AL
Gunfire,2007-12-17,2007, CA
Gunfire,2007-12-19,2007, CA
Gunfire,2007-12-19,2007, MD
Gunfire,2007-12-19,2007, MI
Gunfire (Accidental),2007-12-19,2007, TX
Automobile accident,2007-12-21,2007, GA
Gunfire,2007-12-26,2007, OH
Heart attack,2007-12-27,2007, US
Vehicular assault,2007-12-30,2007, GU
Automobile accident,2007-03-09,2007, SC
Heat exhaustion,2007-03-13,2007, AZ
Struck by vehicle,2007-03-20,2007, AZ
Heat exhaustion,2007-08-11,2007, AZ
Struck by vehicle,2007-08-20,2007, AZ
Gunfire,2007-09-11,2007, MO
Gunfire,2007-10-23,2007, WA
Struck by vehicle,2007-11-09,2007, OK
Assault,2007-12-31,2007, CA
Vehicular assault,2008-01-01,2008, MD
Struck by vehicle,2008-01-05,2008, WI
Motorcycle accident,2008-01-06,2008, AL
Gunfire,2008-01-08,2008, FL
Vehicular assault,2008-01-10,2008, KY
Motorcycle accident,2008-01-12,2008, TX
Gunfire,2008-01-16,2008, GA
Gunfire,2008-01-16,2008, GA
Gunfire,2008-01-17,2008, VA
Vehicular assault,2008-01-19,2008, US
Automobile accident,2008-01-20,2008, TX
Automobile accident,2008-01-20,2008, VI
9/11 related illness,2008-01-22,2008, NY
Gunfire (Accidental),2008-01-25,2008, NY
Automobile accident,2008-01-27,2008, IN
Gunfire,2008-01-28,2008, LA
Automobile accident,2008-02-01,2008, SC
Assault,2008-02-03,2008, CT
Automobile accident,2008-02-04,2008, AR
Automobile accident,2008-02-04,2008, OK
Gunfire,2008-02-07,2008, CA
Gunfire,2008-02-07,2008, MO
Gunfire,2008-02-07,2008, MO
Vehicular assault,2008-02-17,2008, OK
Gunfire,2008-02-20,2008, TX
Heart attack,2008-02-21,2008, IA
Motorcycle accident,2008-02-22,2008, TX
Automobile accident,2008-02-25,2008, LA
Automobile accident,2008-02-28,2008, NV
Gunfire,2008-03-01,2008, OH
Automobile accident,2008-03-07,2008, TR
Gunfire,2008-03-10,2008, LA
9/11 related illness,2008-03-20,2008, NY
Automobile accident,2008-03-29,2008, AL
Struck by vehicle,2008-03-29,2008, CA
Automobile accident,2008-03-30,2008, US
Heart attack,2008-04-01,2008, KY
Gunfire,2008-04-22,2008, NY
Heart attack,2008-04-23,2008, AR
Gunfire,2008-04-26,2008, TX
Gunfire,2008-04-29,2008, TX
Vehicular assault,2008-05-01,2008, CA
Automobile accident,2008-05-01,2008, GA
Gunfire,2008-05-03,2008, PA
Gunfire,2008-05-03,2008, SC
9/11 related illness,2008-05-06,2008, NY
Automobile accident,2008-05-07,2008, RR
Automobile accident,2008-05-23,2008, CA
Motorcycle accident,2008-05-25,2008, GA
Automobile accident,2008-05-29,2008, OK
Automobile accident,2008-05-30,2008, NM
Gunfire,2008-06-02,2008, AZ
Automobile accident,2008-06-03,2008, TX
Gunfire,2008-06-05,2008, TN
Gunfire,2008-06-06,2008, VA
Automobile accident,2008-06-13,2008, TX
Struck by vehicle,2008-06-14,2008, NC
Gunfire,2008-06-15,2008, CA
Duty related illness,2008-06-16,2008, AL
Gunfire,2008-06-17,2008, NC
Stabbed,2008-06-20,2008, US
Heart attack,2008-06-21,2008, CO
Stabbed,2008-06-25,2008, FL
Vehicular assault,2008-06-27,2008, MD
Vehicular assault,2008-06-29,2008, TX
Gunfire,2008-07-02,2008, IL
Automobile accident,2008-07-04,2008, AL
Automobile accident,2008-07-08,2008, PR
Gunfire,2008-07-13,2008, OH
Gunfire,2008-07-18,2008, FL
Gunfire,2008-07-22,2008, FL
Vehicular assault,2008-07-27,2008, NY
9/11 related illness,2008-07-28,2008, NY
9/11 related illness,2008-08-01,2008, NY
Gunfire,2008-08-02,2008, CA
Electrocuted,2008-08-03,2008, NY
Automobile accident,2008-08-05,2008, FL
Assault,2008-08-06,2008, MO
Gunfire,2008-08-06,2008, SC
Gunfire (Accidental),2008-08-07,2008, PR
Gunfire,2008-08-07,2008, VA
Assault,2008-08-09,2008, NY
Duty related illness,2008-08-11,2008, MD
Automobile accident,2008-08-13,2008, CA
Motorcycle accident,2008-08-14,2008, MS
Duty related illness,2008-08-15,2008, WA
Vehicular assault,2008-08-20,2008, LA
Automobile accident,2008-08-21,2008, GA
Heart attack,2008-08-22,2008, NC
Vehicular assault,2008-08-22,2008, NJ
Struck by vehicle,2008-08-25,2008, MA
Automobile accident,2008-08-26,2008, MT
Duty related illness,2008-08-26,2008, OH
Assault,2008-08-30,2008, US
Exposure to toxins,2008-09-01,2008, LA
Gunfire,2008-09-02,2008, WA
Automobile accident,2008-09-04,2008, FL
Vehicular assault,2008-09-05,2008, PA
Gunfire,2008-09-06,2008, CA
Automobile accident,2008-09-06,2008, NJ
Automobile accident,2008-09-06,2008, OH
Automobile accident,2008-09-09,2008, NC
Automobile accident,2008-09-10,2008, CT
Automobile accident,2008-09-10,2008, MO
Train accident,2008-09-12,2008, CA
Gunfire,2008-09-13,2008, IL
Motorcycle accident,2008-09-14,2008, PA
Accidental,2008-09-15,2008, TX
Gunfire,2008-09-19,2008, NC
Gunfire,2008-09-20,2008, US
Gunfire,2008-09-23,2008, PA
Motorcycle accident,2008-09-26,2008, GA
Gunfire,2008-09-28,2008, IL
Aircraft accident,2008-09-28,2008, MD
Motorcycle accident,2008-09-28,2008, OK
Heart attack,2008-10-01,2008, AZ
Gunfire,2008-10-01,2008, MO
Automobile accident,2008-10-03,2008, AL
Automobile accident,2008-10-07,2008, CA
9/11 related illness,2008-10-08,2008, NY
Struck by vehicle,2008-10-09,2008, GA
9/11 related illness,2008-10-10,2008, NY
Heart attack,2008-10-10,2008, TX
Aircraft accident,2008-10-13,2008, AZ
Struck by vehicle,2008-10-19,2008, IN
Struck by vehicle,2008-10-21,2008, PA
Duty related illness,2008-10-22,2008, US
Vehicle pursuit,2008-10-23,2008, MD
Struck by vehicle,2008-10-24,2008, CA
Vehicular assault,2008-10-25,2008, AZ
9/11 related illness,2008-10-25,2008, NY
Drowned,2008-10-25,2008, VA
Gunfire,2008-10-31,2008, MO
Heart attack,2008-11-01,2008, IL
Gunfire,2008-11-04,2008, IL
Struck by vehicle,2008-11-04,2008, PA
Heart attack,2008-11-07,2008, CA
Vehicle pursuit,2008-11-08,2008, UT
Heart attack,2008-11-11,2008, AL
Motorcycle accident,2008-11-12,2008, CA
Aircraft accident,2008-11-16,2008, AR
Heart attack,2008-11-16,2008, FL
Vehicular assault,2008-11-17,2008, PA
Gunfire,2008-11-19,2008, US
Automobile accident,2008-11-22,2008, FL
9/11 related illness,2008-11-22,2008, NY
Automobile accident,2008-11-26,2008, FL
Heart attack,2008-11-26,2008, PR
Vehicle pursuit,2008-11-27,2008, TX
Struck by vehicle,2008-12-01,2008, TX
9/11 related illness,2008-12-02,2008, NY
Gunfire,2008-12-07,2008, TX
Automobile accident,2008-12-08,2008, TN
Bomb,2008-12-12,2008, OR
Bomb,2008-12-12,2008, OR
Struck by vehicle,2008-12-15,2008, CA
Automobile accident,2008-12-17,2008, TX
Duty related illness,2008-12-19,2008, LA
Struck by vehicle,2008-12-24,2008, OH
Heart attack,2008-12-25,2008, FL
Gunfire,2008-12-28,2008, MI
Vehicular assault,2008-01-10,2008, KY
Gunfire,2008-05-06,2008, PA
Fall,2008-07-01,2008, AZ
Gunfire (Accidental),2008-07-17,2008, FL
Struck by vehicle,2008-08-19,2008, VT
Heat exhaustion,2008-08-27,2008, FL
Gunfire (Accidental),2008-08-29,2008, AZ
Vehicular assault,2008-10-13,2008, LA
Gunfire (Accidental),2008-10-22,2008, PA
Gunfire (Accidental),2008-12-12,2008, VA
Automobile accident,2009-01-04,2009, VA
Gunfire,2009-01-06,2009, TX
Duty related illness,2009-01-09,2009, NY
Heart attack,2009-01-14,2009, ME
Duty related illness,2009-01-18,2009, TX
Struck by vehicle,2009-01-19,2009, OH
Struck by vehicle,2009-01-20,2009, NM
Automobile accident,2009-01-25,2009, AL
Accidental,2009-01-27,2009, AR
Automobile accident,2009-01-28,2009, CA
Automobile accident,2009-01-28,2009, MA
Automobile accident,2009-01-28,2009, SC
Vehicular assault,2009-01-29,2009, PA
Automobile accident,2009-02-06,2009, CA
Gunfire,2009-02-13,2009, PA
Vehicular assault,2009-02-14,2009, GA
Automobile accident,2009-02-17,2009, TN
Automobile accident,2009-02-18,2009, NC
Automobile accident,2009-02-19,2009, FL
Vehicular assault,2009-02-22,2009, NY
Struck by vehicle,2009-02-24,2009, MI
Vehicular assault,2009-03-06,2009, FL
Automobile accident,2009-03-09,2009, US
Heart attack,2009-03-10,2009, MN
Vehicular assault,2009-03-11,2009, TX
9/11 related illness,2009-03-14,2009, NY
Gunfire,2009-03-15,2009, SD
Gunfire,2009-03-19,2009, FL
Automobile accident,2009-03-19,2009, NY
Gunfire,2009-03-21,2009, CA
Gunfire,2009-03-21,2009, CA
Gunfire,2009-03-21,2009, CA
Gunfire,2009-03-24,2009, CA
9/11 related illness,2009-03-25,2009, NY
Vehicular assault,2009-03-27,2009, MT
9/11 related illness,2009-03-30,2009, NY
Gunfire (Accidental),2009-04-01,2009, PR
Vehicle pursuit,2009-04-02,2009, TX
Gunfire,2009-04-04,2009, PA
Gunfire,2009-04-04,2009, PA
Gunfire,2009-04-04,2009, PA
Automobile accident,2009-04-07,2009, LA
Heart attack,2009-04-07,2009, MA
Gunfire,2009-04-08,2009, NC
Motorcycle accident,2009-04-22,2009, GA
Gunfire,2009-04-24,2009, AL
Gunfire,2009-04-25,2009, FL
Gunfire,2009-04-25,2009, FL
Automobile accident,2009-04-25,2009, NC
Automobile accident,2009-04-26,2009, TX
Motorcycle accident,2009-04-29,2009, IN
Duty related illness,2009-05-01,2009, US
Automobile accident,2009-05-05,2009, LA
Automobile accident,2009-05-07,2009, NV
9/11 related illness,2009-05-12,2009, NY
Heart attack,2009-05-15,2009, IL
Automobile accident,2009-05-15,2009, NC
Automobile accident,2009-05-17,2009, MS
Struck by vehicle,2009-05-19,2009, NC
Heart attack,2009-05-21,2009, US
Gunfire (Accidental),2009-05-28,2009, NY
Vehicular assault,2009-05-29,2009, MN
Fall,2009-05-29,2009, MO
Vehicle pursuit,2009-05-29,2009, MS
Gunfire,2009-06-01,2009, IL
Gunfire,2009-06-02,2009, AL
Gunfire,2009-06-02,2009, IL
Automobile accident,2009-06-04,2009, VA
9/11 related illness,2009-06-07,2009, NY
Gunfire,2009-06-07,2009, PA
9/11 related illness,2009-06-10,2009, NY
Aircraft accident,2009-06-11,2009, NM
Automobile accident,2009-06-14,2009, WI
Automobile accident,2009-06-16,2009, FL
Gunfire,2009-06-19,2009, AR
Gunfire,2009-06-23,2009, TX
Automobile accident,2009-07-06,2009, ID
Gunfire,2009-07-13,2009, TX
Gunfire,2009-07-16,2009, NM
Automobile accident,2009-07-18,2009, ID
Gunfire,2009-07-21,2009, NJ
Gunfire,2009-07-23,2009, US
Vehicular assault,2009-07-23,2009, CA
Gunfire,2009-07-25,2009, CO
Gunfire,2009-07-26,2009, OK
Gunfire,2009-07-26,2009, OK
Gunfire,2009-08-16,2009, PR
Automobile accident,2009-08-18,2009, WA
Gunfire,2009-08-19,2009, FL
Heart attack,2009-08-20,2009, GA
Gunfire,2009-08-21,2009, TX
Struck by vehicle,2009-08-24,2009, MA
9/11 related illness,2009-08-25,2009, NY
Automobile accident,2009-08-29,2009, NE
Automobile accident,2009-08-29,2009, VA
Gunfire,2009-09-01,2009, DE
Gunfire,2009-09-07,2009, MN
Assault,2009-09-08,2009, FL
9/11 related illness,2009-09-12,2009, NY
Gunfire (Accidental),2009-09-13,2009, WV
Duty related illness,2009-09-14,2009, US
Motorcycle accident,2009-09-19,2009, SC
Gunfire,2009-09-23,2009, PR
Vehicular assault,2009-09-24,2009, AL
Gunfire,2009-09-28,2009, KS
Automobile accident,2009-10-03,2009, TX
9/11 related illness,2009-10-07,2009, NY
Heart attack,2009-10-07,2009, TX
Automobile accident,2009-10-08,2009, NV
9/11 related illness,2009-10-09,2009, NY
Gunfire,2009-10-12,2009, NC
Automobile accident,2009-10-15,2009, MO
Heart attack,2009-10-16,2009, GA
Heart attack,2009-10-23,2009, TX
Struck by vehicle,2009-10-25,2009, MN
Aircraft accident,2009-10-26,2009, US
Aircraft accident,2009-10-26,2009, US
Aircraft accident,2009-10-26,2009, US
Gunfire,2009-10-31,2009, WA
Automobile accident,2009-11-04,2009, NY
9/11 related illness,2009-11-07,2009, NY
Heart attack,2009-11-08,2009, MS
Automobile accident,2009-11-12,2009, IN
Struck by vehicle,2009-11-16,2009, AR
Gunfire,2009-11-19,2009, NV
Automobile accident,2009-11-21,2009, NV
9/11 related illness,2009-11-21,2009, NY
Gunfire,2009-11-29,2009, WA
Gunfire,2009-11-29,2009, WA
Gunfire,2009-11-29,2009, WA
Gunfire,2009-11-29,2009, WA
Automobile accident,2009-12-03,2009, OK
Gunfire,2009-12-04,2009, AL
Gunfire,2009-12-06,2009, PA
Gunfire,2009-12-08,2009, NC
Automobile accident,2009-12-11,2009, IN
Gunfire,2009-12-13,2009, TN
Vehicle pursuit,2009-12-17,2009, AZ
Struck by vehicle,2009-12-25,2009, MO
Gunfire,2009-12-28,2009, WA
Struck by vehicle,2009-01-18,2009, CA
Animal related,2009-05-10,2009, US
Drowned,2009-06-07,2009, KY
Unidentified,2009-07-10,2009, FL
Gunfire,2009-07-23,2009, CA
Struck by vehicle,2009-08-06,2009, FL
Duty related illness,2009-09-23,2009, FL
Vehicular assault,2009-10-16,2009, LA
Gunfire,2009-10-28,2009, US
Gunfire,2009-12-17,2009, CA
Gunfire,2009-12-30,2009, MN
Gunfire,2010-01-01,2010, AL
Automobile accident,2010-01-03,2010, CA
Automobile accident,2010-01-03,2010, WA
Gunfire,2010-01-04,2010, US
Gunfire,2010-01-05,2010, UT
Vehicular assault,2010-01-09,2010, IN
Assault,2010-01-09,2010, NC
Vehicular assault,2010-01-11,2010, LA
Automobile accident,2010-01-12,2010, LA
9/11 related illness,2010-01-12,2010, NY
Gunfire,2010-01-13,2010, PA
Motorcycle accident,2010-01-13,2010, TX
Automobile accident,2010-01-14,2010, FL
Gunfire,2010-01-14,2010, FL
Gunfire,2010-01-15,2010, PR
Struck by vehicle,2010-01-16,2010, NJ
Automobile accident,2010-01-20,2010, NY
Heart attack,2010-01-26,2010, OH
Gunfire,2010-01-28,2010, AZ
Assault,2010-01-28,2010, SC
Automobile accident,2010-01-29,2010, TN
Assault,2010-01-31,2010, AR
Gunfire,2010-02-04,2010, CA
Automobile accident,2010-02-04,2010, OH
Automobile accident,2010-02-07,2010, IL
Motorcycle accident,2010-02-07,2010, LA
Struck by vehicle,2010-02-07,2010, SC
Automobile accident,2010-02-07,2010, TN
Heart attack,2010-02-08,2010, MO
Automobile accident,2010-02-11,2010, MA
Automobile accident,2010-02-12,2010, GA
Gunfire,2010-02-12,2010, MT
Gunfire,2010-02-15,2010, GA
Gunfire (Accidental),2010-02-18,2010, NJ
Automobile accident,2010-02-22,2010, IL
Gunfire,2010-02-25,2010, CA
Vehicle pursuit,2010-02-28,2010, CA
Gunfire,2010-03-01,2010, CA
Gunfire,2010-03-05,2010, US
Gunfire,2010-03-06,2010, LA
Automobile accident,2010-03-09,2010, MD
Gunfire,2010-03-09,2010, MI
Heart attack,2010-03-13,2010, OH
Gunfire,2010-03-15,2010, OH
Heart attack,2010-03-21,2010, WA
Gunfire,2010-03-23,2010, PR
Gunfire,2010-03-23,2010, PR
Vehicle pursuit,2010-03-24,2010, MO
Automobile accident,2010-03-24,2010, TX
Heart attack,2010-03-26,2010, IL
Automobile accident,2010-03-27,2010, SC
Automobile accident,2010-04-04,2010, MD
Fall,2010-04-06,2010, TN
Heart attack,2010-04-10,2010, TX
Automobile accident,2010-04-11,2010, TX
Heart attack,2010-04-24,2010, LA
Vehicular assault,2010-04-25,2010, WI
Gunfire,2010-04-26,2010, NV
Vehicular assault,2010-04-29,2010, KY
Motorcycle accident,2010-04-29,2010, TX
Fall,2010-04-29,2010, UT
Gunfire,2010-05-01,2010, MN
Gunfire,2010-05-03,2010, MI
Aircraft accident,2010-05-07,2010, CA
Gunfire,2010-05-08,2010, GA
Heart attack,2010-05-11,2010, US
Automobile accident,2010-05-15,2010, FL
9/11 related illness,2010-05-15,2010, NY
Automobile accident,2010-05-19,2010, TX
Gunfire,2010-05-20,2010, AR
Gunfire,2010-05-20,2010, AR
Gunfire,2010-05-20,2010, IL
Heart attack,2010-05-20,2010, OR
Automobile accident,2010-05-24,2010, US
Gunfire,2010-05-26,2010, AZ
Gunfire,2010-05-26,2010, GA
9/11 related illness,2010-05-29,2010, NY
Struck by vehicle,2010-06-06,2010, NJ
Automobile accident,2010-06-07,2010, US
Drowned,2010-06-10,2010, TX
Heart attack,2010-06-11,2010, AL
Vehicle pursuit,2010-06-11,2010, CA
Gunfire,2010-06-11,2010, MD
Heart attack,2010-06-12,2010, NY
Vehicular assault,2010-06-18,2010, MA
Boating accident,2010-06-19,2010, VA
Automobile accident,2010-06-19,2010, VA
Gunfire,2010-06-20,2010, TX
Struck by vehicle,2010-06-22,2010, CA
Automobile accident,2010-06-22,2010, FL
Automobile accident,2010-06-22,2010, GA
Automobile accident,2010-06-25,2010, MS
Accidental,2010-06-26,2010, KS
Vehicular assault,2010-06-27,2010, CA
