cause,date,year,state
Gunfire,1980-12-29,1980, PA
Gunfire,1980-12-29,1980, VI
Gunfire,1980-12-31,1980, IL
Gunfire,1980-09-25,1980, VA
Automobile accident,1980-09-26,1980, FL
Gunfire,1981-01-02,1981, IN
Gunfire,1981-01-02,1981, IN
Gunfire,1981-01-02,1981, MS
Gunfire,1981-01-05,1981, AR
Gunfire,1981-01-05,1981, ID
Gunfire,1981-01-05,1981, ID
Gunfire,1981-01-09,1981, FL
Gunfire,1981-01-12,1981, MS
Gunfire,1981-01-12,1981, NY
Gunfire (Accidental),1981-01-14,1981, WV
Gunfire,1981-01-27,1981, AL
Automobile accident,1981-01-27,1981, KY
Motorcycle accident,1981-01-27,1981, SC
Gunfire,1981-01-27,1981, VA
Gunfire,1981-01-30,1981, MO
Vehicular assault,1981-01-31,1981, OH
Vehicular assault,1981-02-01,1981, OR
Automobile accident,1981-02-01,1981, WI
Heart attack,1981-02-04,1981, IL
Gunfire,1981-02-07,1981, OH
Gunfire,1981-02-07,1981, TX
Gunfire,1981-02-08,1981, GA
Heart attack,1981-02-10,1981, CO
Assault,1981-02-14,1981, MT
Heart attack,1981-02-21,1981, CA
Automobile accident,1981-02-21,1981, FL
Vehicular assault,1981-02-21,1981, TN
Struck by vehicle,1981-02-22,1981, IN
Automobile accident,1981-02-24,1981, CA
Gunfire,1981-02-25,1981, TX
Heart attack,1981-02-28,1981, IL
Gunfire,1981-02-28,1981, NM
Gunfire,1981-03-05,1981, FL
Gunfire,1981-03-08,1981, MS
Drowned,1981-03-11,1981, NY
Heart attack,1981-03-11,1981, OK
Duty related illness,1981-03-19,1981, NY
Gunfire,1981-03-20,1981, AR
Gunfire,1981-03-20,1981, VA
Struck by vehicle,1981-03-21,1981, WI
Gunfire,1981-03-24,1981, AR
Exposure to toxins,1981-03-27,1981, MA
Gunfire,1981-03-27,1981, MD
Gunfire,1981-03-28,1981, CO
Vehicular assault,1981-03-30,1981, TN
Stabbed,1981-04-01,1981, CA
Automobile accident,1981-04-03,1981, FL
Stabbed,1981-04-04,1981, NM
Heart attack,1981-04-04,1981, TN
Assault,1981-04-04,1981, TX
Gunfire,1981-04-04,1981, TX
Gunfire,1981-04-05,1981, TN
Drowned,1981-04-06,1981, ME
Automobile accident,1981-04-08,1981, TX
Vehicular assault,1981-04-10,1981, CA
Assault,1981-04-11,1981, AR
Gunfire,1981-04-11,1981, FL
Gunfire,1981-04-13,1981, MS
Gunfire (Accidental),1981-04-14,1981, GA
Vehicular assault,1981-04-16,1981, MN
Struck by vehicle,1981-04-17,1981, CT
Struck by vehicle,1981-04-18,1981, FL
Vehicular assault,1981-04-18,1981, TX
Heart attack,1981-04-19,1981, PA
Struck by train,1981-04-20,1981, MS
Gunfire,1981-05-01,1981, NY
Heart attack,1981-05-01,1981, WI
Gunfire,1981-05-02,1981, CA
Gunfire (Accidental),1981-05-02,1981, CA
Gunfire,1981-05-04,1981, NY
Gunfire,1981-05-08,1981, CA
Gunfire,1981-05-10,1981, PA
Gunfire,1981-05-12,1981, TN
Automobile accident,1981-05-13,1981, PR
Assault,1981-05-15,1981, NY
Gunfire,1981-05-16,1981, MO
Gunfire,1981-05-19,1981, TX
Gunfire,1981-05-24,1981, FL
Assault,1981-05-28,1981, NC
Vehicular assault,1981-05-29,1981, TX
Automobile accident,1981-05-31,1981, CA
Gunfire,1981-05-31,1981, CT
Gunfire (Accidental),1981-06-01,1981, CA
Struck by vehicle,1981-06-02,1981, TX
Gunfire,1981-06-06,1981, CA
Gunfire,1981-06-06,1981, CA
Gunfire,1981-06-06,1981, IL
Gunfire,1981-06-09,1981, NJ
Gunfire,1981-06-09,1981, TN
Struck by vehicle,1981-06-10,1981, TX
Vehicular assault,1981-06-12,1981, AL
Struck by vehicle,1981-06-13,1981, CA
Struck by vehicle,1981-06-13,1981, MO
Motorcycle accident,1981-06-15,1981, FL
Gunfire,1981-06-21,1981, US
Assault,1981-06-21,1981, AS
Gunfire,1981-06-26,1981, WV
Gunfire,1981-06-26,1981, WV
Gunfire,1981-06-27,1981, CA
Gunfire,1981-06-27,1981, CO
Heart attack,1981-06-28,1981, MA
Heart attack,1981-07-04,1981, CA
Heart attack,1981-07-05,1981, CO
Duty related illness,1981-07-07,1981, NJ
Gunfire,1981-07-11,1981, KS
Struck by vehicle,1981-07-11,1981, RI
Gunfire,1981-07-12,1981, IA
Aircraft accident,1981-07-13,1981, FL
Aircraft accident,1981-07-13,1981, FL
Aircraft accident,1981-07-13,1981, FL
Gunfire,1981-07-13,1981, IA
Automobile accident,1981-07-14,1981, IA
Automobile accident,1981-07-17,1981, NY
Gunfire,1981-07-20,1981, MD
Gunfire,1981-07-24,1981, FL
Vehicular assault,1981-07-25,1981, OK
Aircraft accident,1981-07-30,1981, OK
Aircraft accident,1981-07-30,1981, OK
Aircraft accident,1981-07-30,1981, OK
Vehicular assault,1981-07-31,1981, TX
Gunfire,1981-08-01,1981, CA
Aircraft accident,1981-08-03,1981, FL
Aircraft accident,1981-08-03,1981, FL
Gunfire,1981-08-05,1981, TN
Gunfire,1981-08-07,1981, KY
Vehicular assault,1981-08-07,1981, WA
Vehicular assault,1981-08-08,1981, IA
Gunfire,1981-08-11,1981, IN
Gunfire,1981-08-13,1981, MA
Vehicular assault,1981-08-15,1981, IN
Automobile accident,1981-08-19,1981, CA
Automobile accident,1981-08-19,1981, NH
Automobile accident,1981-08-22,1981, AR
Automobile accident,1981-08-22,1981, AR
Gunfire,1981-08-22,1981, NY
Gunfire,1981-08-25,1981, MN
Exposure to toxins,1981-08-29,1981, MI
Stabbed,1981-08-29,1981, TN
Stabbed,1981-08-30,1981, NM
Assault,1981-09-01,1981, OK
Gunfire,1981-09-02,1981, FL
Heart attack,1981-09-03,1981, CT
Automobile accident,1981-09-03,1981, OH
Vehicle pursuit,1981-09-03,1981, VA
Struck by vehicle,1981-09-11,1981, GA
Aircraft accident,1981-09-11,1981, WA
Aircraft accident,1981-09-11,1981, WV
Motorcycle accident,1981-09-15,1981, IN
Aircraft accident,1981-09-21,1981, TX
Automobile accident,1981-09-23,1981, FL
Gunfire,1981-09-25,1981, TN
Heart attack,1981-09-27,1981, MI
Gunfire,1981-09-29,1981, TX
Gunfire,1981-10-01,1981, AL
Gunfire,1981-10-01,1981, MO
Automobile accident,1981-10-01,1981, NY
Gunfire,1981-10-02,1981, CA
Heart attack,1981-10-07,1981, SC
Gunfire,1981-10-07,1981, TX
Structure collapse,1981-10-08,1981, IA
Vehicular assault,1981-10-11,1981, CA
Stabbed,1981-10-11,1981, KS
Vehicular assault,1981-10-11,1981, OH
Vehicular assault,1981-10-12,1981, WY
Gunfire,1981-10-13,1981, PR
Gunfire,1981-10-14,1981, NJ
Heart attack,1981-10-15,1981, MA
Gunfire,1981-10-20,1981, NY
Gunfire,1981-10-20,1981, NY
Automobile accident,1981-10-20,1981, OR
Gunfire,1981-10-21,1981, OH
Gunfire,1981-10-22,1981, OH
Gunfire (Accidental),1981-10-26,1981, TX
Gunfire,1981-10-29,1981, MN
Motorcycle accident,1981-10-30,1981, CA
Gunfire,1981-11-05,1981, VA
Vehicular assault,1981-11-07,1981, OR
Automobile accident,1981-11-13,1981, SC
Gunfire,1981-11-15,1981, CA
Automobile accident,1981-11-21,1981, AL
Gunfire,1981-11-22,1981, NC
Gunfire,1981-11-23,1981, NC
Gunfire,1981-11-26,1981, AL
Gunfire,1981-11-30,1981, US
Assault,1981-12-01,1981, MS
Gunfire,1981-12-02,1981, PR
Vehicle pursuit,1981-12-03,1981, GA
Automobile accident,1981-12-05,1981, TR
Gunfire,1981-12-07,1981, IL
Gunfire,1981-12-09,1981, PA
Gunfire,1981-12-12,1981, LA
Gunfire,1981-12-14,1981, WV
Gunfire,1981-12-15,1981, FL
Gunfire,1981-12-16,1981, NY
Gunfire (Accidental),1981-12-19,1981, TX
Gunfire,1981-12-20,1981, PR
Automobile accident,1981-12-21,1981, GA
Gunfire,1981-12-21,1981, NJ
Gunfire,1981-12-23,1981, WI
Gunfire,1981-12-23,1981, WI
Gunfire,1981-12-27,1981, VA
Gunfire,1981-12-31,1981, MS
Duty related illness,1981-12-31,1981, OH
Fall,1981-05-19,1981, CA
Fall,1981-06-04,1981, CA
Gunfire,1982-01-05,1982, AL
Struck by vehicle,1982-01-05,1982, KS
Gunfire,1982-01-07,1982, AR
Gunfire,1982-01-08,1982, VA
Gunfire,1982-01-08,1982, WV
Struck by vehicle,1982-01-09,1982, GA
Automobile accident,1982-01-11,1982, TX
Gunfire,1982-01-13,1982, PA
Gunfire,1982-01-13,1982, UT
Gunfire,1982-01-14,1982, TN
Gunfire (Accidental),1982-01-19,1982, CA
Gunfire,1982-01-21,1982, OH
Automobile accident,1982-01-22,1982, OR
Assault,1982-01-25,1982, IL
Heart attack,1982-01-25,1982, IL
Motorcycle accident,1982-01-26,1982, TX
Struck by vehicle,1982-01-30,1982, MD
Gunfire,1982-01-30,1982, NC
Gunfire,1982-01-30,1982, WI
Gunfire,1982-02-04,1982, TN
Gunfire,1982-02-05,1982, IL
Aircraft accident,1982-02-05,1982, IN
Heart attack,1982-02-06,1982, NY
Heart attack,1982-02-07,1982, FL
Automobile accident,1982-02-07,1982, PA
Gunfire,1982-02-08,1982, MD
Gunfire,1982-02-09,1982, IL
Gunfire,1982-02-09,1982, MI
Gunfire,1982-02-10,1982, IL
Gunfire,1982-02-11,1982, NY
Gunfire,1982-02-14,1982, MP
Gunfire,1982-02-18,1982, AZ
Gunfire,1982-02-21,1982, NY
Aircraft accident,1982-02-24,1982, CA
Aircraft accident,1982-02-24,1982, CA
Gunfire,1982-02-25,1982, MI
Automobile accident,1982-02-27,1982, NM
Vehicular assault,1982-03-01,1982, TX
Gunfire,1982-03-06,1982, OR
Gunfire,1982-03-06,1982, PR
Gunfire,1982-03-14,1982, AR
Automobile accident,1982-03-17,1982, ME
Automobile accident,1982-03-20,1982, CT
Gunfire,1982-03-24,1982, MA
Gunfire,1982-03-25,1982, CA
Aircraft accident,1982-03-26,1982, OK
Aircraft accident,1982-03-26,1982, OK
Gunfire,1982-03-29,1982, MI
Fire,1982-03-29,1982, TX
Vehicular assault,1982-03-29,1982, TX
Stabbed,1982-03-30,1982, SD
Vehicular assault,1982-04-02,1982, AR
Gunfire,1982-04-03,1982, AK
Automobile accident,1982-04-06,1982, MI
Automobile accident,1982-04-16,1982, KY
Vehicle pursuit,1982-04-19,1982, KS
Struck by vehicle,1982-04-20,1982, AR
Automobile accident,1982-04-20,1982, LA
Gunfire,1982-04-26,1982, LA
Gunfire,1982-04-27,1982, MI
Gunfire,1982-04-28,1982, TX
Automobile accident,1982-04-30,1982, US
Vehicle pursuit,1982-05-03,1982, IN
Motorcycle accident,1982-05-06,1982, TN
Automobile accident,1982-05-07,1982, NE
Gunfire,1982-05-13,1982, CA
Gunfire,1982-05-13,1982, CA
Gunfire,1982-05-15,1982, WV
Gunfire,1982-05-16,1982, MN
Automobile accident,1982-05-18,1982, GA
Gunfire,1982-05-18,1982, PR
Automobile accident,1982-05-19,1982, SC
Automobile accident,1982-05-20,1982, IL
Training accident,1982-05-23,1982, OR
Aircraft accident,1982-05-28,1982, VA
Gunfire,1982-06-03,1982, FL
Gunfire,1982-06-07,1982, AL
Heart attack,1982-06-08,1982, SC
Gunfire,1982-06-14,1982, VA
Gunfire,1982-06-18,1982, PR
Gunfire,1982-06-20,1982, TX
Vehicle pursuit,1982-06-23,1982, OK
Vehicular assault,1982-06-24,1982, CA
Gunfire,1982-06-24,1982, WA
Struck by vehicle,1982-06-25,1982, AR
Gunfire,1982-07-01,1982, AZ
Gunfire,1982-07-01,1982, NC
Struck by vehicle,1982-07-03,1982, AL
Vehicle pursuit,1982-07-03,1982, MO
Gunfire,1982-07-04,1982, AL
